engine_id,recorded_at,temperature_c,oil_pressure_psi,vibration_mm_s,fuel_flow_kg_h,engine_speed_percent,flight_hours,status,maintenance_required
ENG-003,2026-01-01 21:45:00,690.93,38.12,1.23,2510.49,92.75,1346,Warning,No
ENG-003,2026-01-01 21:50:00,647.03,47.56,4.87,2703.65,89.41,1346,Warning,No
ENG-003,2026-01-01 21:55:00,718.17,47.67,1.02,2648.02,87.77,1346,Normal,No
ENG-003,2026-01-01 22:00:00,745.91,40.81,2.99,2612.94,92.78,1346,Warning,No
ENG-003,2026-01-01 22:05:00,687.63,42.85,4.17,2596.31,89.1,1346,Normal,No
ENG-003,2026-01-01 22:10:00,735.7,47.5,2.96,2259.54,93.66,1346,Normal,No
ENG-003,2026-01-01 22:15:00,729.09,47.64,4.23,2413.66,90.19,1346,Normal,No
ENG-003,2026-01-01 22:20:00,761.71,44.84,3.75,2324.82,84.26,1346,Warning,No
ENG-003,2026-01-01 22:25:00,760.41,47.48,3.73,2597.64,91.04,1346,Warning,No
ENG-003,2026-01-01 22:30:00,666.47,44.59,4.16,2509.32,98.85,1346,Normal,No
ENG-003,2026-01-01 22:35:00,724.07,48.58,2.3,3036.22,90.74,1346,Normal,No
ENG-003,2026-01-01 22:40:00,692.03,44.84,3.61,2490.02,96.49,1346,Normal,No
ENG-003,2026-01-01 22:45:00,742.1,48.79,2.07,2516.1,88.95,1346,Normal,No
ENG-003,2026-01-01 22:50:00,760.31,54.41,3.28,2453.58,94.03,1346,Warning,No
ENG-003,2026-01-01 22:55:00,682.31,45.61,1.84,2302.6,93.28,1346,Normal,No
ENG-003,2026-01-01 23:00:00,682.46,43.4,4.14,2837.11,85.04,1346,Normal,No
ENG-003,2026-01-01 23:05:00,698.11,50.17,4.67,2186.05,86.12,1346,Warning,No
ENG-003,2026-01-01 23:10:00,682.79,50.05,2.07,2407.26,89.13,1346,Normal,No
ENG-003,2026-01-01 23:15:00,698.42,44.01,4.52,2667.47,90.41,1346,Warning,No
ENG-003,2026-01-01 23:20:00,698.12,47.32,4.85,2591.25,89.04,1346,Warning,No
ENG-003,2026-01-01 23:25:00,713.85,46.52,2.27,2441.13,93.83,1346,Normal,No
ENG-003,2026-01-01 23:30:00,697.32,46.81,3.94,2787.2,88.43,1346,Normal,No
ENG-003,2026-01-01 23:35:00,722.83,41.83,3.01,2362.41,88.76,1346,Warning,No
ENG-003,2026-01-01 23:40:00,656.42,42.86,3.57,2556.14,95.09,1346,Normal,No
ENG-003,2026-01-01 23:45:00,695.75,48.01,4.96,2741.82,85.73,1346,Warning,No
ENG-003,2026-01-01 23:50:00,692.46,55.08,3.18,2595.2,91.2,1346,Normal,No
ENG-003,2026-01-01 23:55:00,704.97,44.89,3.15,2171.98,89.53,1346,Normal,No
ENG-003,2026-01-02 00:00:00,788.64,53.7,3.48,2290.91,97.38,1346,Critical,Yes
ENG-003,2026-01-02 00:05:00,738.06,52.54,2.34,2650.52,88.47,1346,Normal,No
ENG-003,2026-01-02 00:10:00,696.24,44.5,2.71,2641.28,96.29,1346,Normal,No
ENG-003,2026-01-02 00:15:00,730.09,46.69,4.64,2300.07,97.02,1346,Warning,No
ENG-003,2026-01-02 00:20:00,678.96,57.96,4.79,2612.71,87.54,1346,Warning,No
ENG-003,2026-01-02 00:25:00,732.34,56.62,1.44,2351.04,98.03,1346,Normal,No
ENG-003,2026-01-02 00:30:00,713.23,49.92,4.4,2400.01,96.5,1346,Normal,No
ENG-003,2026-01-02 00:35:00,725.78,51.8,1.97,1911.1,98.06,1346,Normal,No
